,tweet_id,user_id,location_id,created_at,language,source,tweet_mentions,reply_settings,possibly_sensitive,like_count,retweet_count,quote_count,reply_count,text,country,place_type,location_geo,longitude,latitude
3,957354433091948546,1719636517,fdcd591ad1a5ebdf,2018-01-27 20:47:38+00:00,nl,No source,No mention,everyone,False,4,0,0,2,"4 de in het open klassement, zeeeer tevreden 🤸🏼‍♀️ (@ Nele's place in Essen) https://t.co/P4gRcgh2HJ",Belgique,city,Essen,51.44882545,4.463723
4,957300751176478720,950068151898857473,d86135fcc7494913,2018-01-27 17:14:19+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Maandag worden deze producten geleverd naar tevreden klanten van lr 
Vraag gerust een cataloog aan en promotie folder info fb https://t.co/kzgv1TtW3y",Belgique,city,Vorselaar,51.21709475,4.7804085999999995
7,956653715133526016,339629698,ad0818e2fb208dde,2018-01-25 22:23:14+00:00,nl,No source,"SaidBataray,BeninCitizen",everyone,False,0,0,0,1,"@SaidBataray @BeninCitizen Prachtig lijstje, ben wel op zoek naar het verhaal waar iedereen tevreden is, moet nog uitgevonden worden zeker...",Belgique,city,Brasschaat,51.3100078,4.49961725
12,955119398725005313,720173497356562432,ccb4c89bf2d30a00,2018-01-21 16:46:24+00:00,nl,No source,BenWeyts,everyone,False,1,0,0,0,@BenWeyts Na de receptie ga je de putten in de vlaamse wegen toch laten dichtmaken?... feesten gaat je blijkbaar goed af precies? Maar van je wegenwerk ben ik niet zo tevreden!,Belgique,city,Stabroek,51.326901199999995,4.37154785
14,954771944158695425,1972648615,2a8a74486cd0d519,2018-01-20 17:45:44+00:00,nl,No source,spinocle,everyone,False,0,0,0,1,"@spinocle Zeer tevreden geweest van https://t.co/1wv58GBZEE (met 4 kinderen). Pony, ezels, schapen en kippen aanwezig 😄 en zeer vriendelijke eigenaars.",Belgique,city,Anvers,51.2605565,4.35819025
25,952629057795035137,94758103,2a8a74486cd0d519,2018-01-14 19:50:41+00:00,nl,No source,No mention,everyone,False,70,1,0,2,De huilende kassierster is trouwens dezelfde actrice als het takeldepot bij Laura. Zo tevreden waren we daarvan. #SorryVoorAlles,Belgique,city,Anvers,51.2605565,4.35819025
26,952205887770451969,1553707728,2a8a74486cd0d519,2018-01-13 15:49:09+00:00,nl,No source,notyoneighbour,everyone,False,1,0,0,1,"@notyoneighbour Hhaha, zit dan op boothcamp so that's gettin' drunk in the studio😂 me flesje Henny en ik ben tevreden✌🏾",Belgique,city,Anvers,51.2605565,4.35819025
28,951888874153955329,845191414682071041,52e0f89ce306d8eb,2018-01-12 18:49:27+00:00,nl,No source,"louis_ide,DirkGerard,vrtnws,radio1be",everyone,False,0,0,0,0,"@louis_ide @DirkGerard @vrtnws @radio1be Louis werd na het zeggen dat de klacht van "" SAMEN-RAAPSEL"" verworpen was , OOK toegevoegd op VRT-nieuws van 19.00 u dat zij TEVREDEN waren over het feit dat i/d toekomst best e register zou bijgehouden worden,gaande over deelnames a uitnodigingen door bvb.bouwpromotoren enz.👈✌",Belgique,city,Turnhout,51.32898145,4.93672415
30,951698618175680512,2475984062,6d6198a460e4073a,2018-01-12 06:13:26+00:00,nl,No source,KenVdB,everyone,False,0,0,0,0,@KenVdB Ik heb mij recent een J5 dual Sim gekocht. Tot nu toe heel tevreden over... in nov was die nog 249 maar nu blijkbaar maar 199 meer...,Belgique,city,Malines,51.0348807,4.45953225
32,949989353236914176,449709538,8a365853e0cda9b4,2018-01-07 13:01:26+00:00,nl,No source,sporza_koers,everyone,False,3,0,0,0,"Tevreden, rustig terug opbouwen. Toch een kleine 400 km deze week nu tijd voor koers! #Leuven #SoudalClassics @SoudalClassics @sporza_koers",Belgique,city,Aartselaar,51.13038055,4.381335549999999
34,949761371134222337,339629698,ad0818e2fb208dde,2018-01-06 21:55:31+00:00,nl,No source,LudwigBollaerts,everyone,False,1,0,0,0,"@LudwigBollaerts Houd het wel bij de samenvatting, Ivo is tevreden 😖 😉",Belgique,city,Brasschaat,51.3100078,4.49961725
36,948941349142827010,818287686,0a25d830ec1e8339,2018-01-04 15:37:02+00:00,nl,No source,No mention,everyone,False,4,0,0,0,Tevreden met weigering verkavelingsaanvraag in Den Aard door de gemeente Schilde. We blijven waakzaam met Open Vld en volgen verder op.,Belgique,city,Schilde,51.257782250000005,4.58132635
44,968128887518572544,2394221167,2a8a74486cd0d519,2018-02-26 14:21:28+00:00,nl,No source,eerlijkesos,everyone,False,2,0,0,0,@eerlijkesos Phara zal er zeer tevreden mee zijn!,Belgique,city,Anvers,51.2605565,4.35819025
45,968089572558110720,19288006,f010202a266a8ad1,2018-02-26 11:45:14+00:00,nl,No source,wannesss,everyone,False,0,0,0,0,@wannesss Idd zeker wel. Tevreden van basecone?,Belgique,city,Wijnegem,51.228756700000005,4.5170591
48,967727042371510272,2277643417,2a8a74486cd0d519,2018-02-25 11:44:41+00:00,nl,No source,marcomout,everyone,False,1,0,0,1,"@marcomout Als je meer dan 0,3% biedt, ben ik tevreden 😉",Belgique,city,Anvers,51.2605565,4.35819025
50,967468040236556288,4129773807,b74eed26736eb241,2018-02-24 18:35:30+00:00,nl,No source,No mention,everyone,False,7,1,0,0,"Ik probeer alleen maar goed te doen, maar mensen tevreden houden is moeilijk 🙃",Belgique,city,Putte,51.05168095,4.62647215
52,967423532463509504,778983308390703104,d4981b9e9f0695b5,2018-02-24 15:38:38+00:00,nl,No source,DickSchieven,everyone,False,0,0,0,1,@DickSchieven Oh jawel hoor 👍 zijn legkippen he ... en belangrijker is dat er geen koude lucht valt op de hennen ... met 17 graden ben ik meer dan tevreden 👍,Belgique,city,Hoogstraten,51.440363500000004,4.7586089000000005
53,967339738205171712,141655462,beef10110d8ebbb8,2018-02-24 10:05:40+00:00,nl,No source,WouterVanBesien,everyone,False,1,1,0,0,@WouterVanBesien Ben toch tevreden met dit zelfcorrigerend beleid want ... aan de horizon doemt er nog geen enkel valabel en betrouwbaar alternatief op. Alleen de grote leegte.,Belgique,city,Sint-Katelijne-Waver,51.0623327,4.5360727999999995
58,966250637100044290,1112380412,2a8a74486cd0d519,2018-02-21 09:57:58+00:00,nl,No source,"Scarlet,Telenet",everyone,False,0,0,0,0,Aan de gebruikers van @Scarlet .. Zijn jullie tevreden? Mijn rekeningen van @Telenet zijn zo duur de laatste tijd.. 😔 Hoe zit dat met 4G? Snelheid? Opnames op tv? SHOOT! Benieuwd! #DTV,Belgique,city,Anvers,51.2605565,4.35819025
60,966024676530106368,4347061,6d6198a460e4073a,2018-02-20 19:00:05+00:00,nl,No source,"KAnthonissen,johncrombez",everyone,False,11,2,0,1,"@KAnthonissen @pinguinpatje @johncrombez @mxbiker85 Bedankt! Eigenlijk zelfs iets meer gezien ze nu ook RV moeten betalen op de interesten uit de lening aan Belfius. Ik ben tevreden, al had het meer kunnen zijn zonder die deal ;-)",Belgique,city,Malines,51.0348807,4.45953225
61,965669094837182465,2228604475,2a8a74486cd0d519,2018-02-19 19:27:08+00:00,nl,No source,"randrafels,AstridStockman",everyone,False,1,0,0,0,"@randrafels @Astridstockman Danku, zelf ook best tevreden van, gedrukt is die echt goed :D",Belgique,city,Anvers,51.2605565,4.35819025
64,965168571155402753,558746829,d4981b9e9f0695b5,2018-02-18 10:18:13+00:00,nl,No source,No mention,everyone,False,6,3,0,0,"Vreugdevolle, tevreden en dankbare gedachten zorgen voor een optimale openheid, vindingrijkheid en creativiteit van je brein. Negatieve gedachten hebben een beperkend effect op je denken, omdat angst, stress en woede emoties zijn die het denkvermogen van je hersenen afsluiten. https://t.co/7CngTQ7GHj",Belgique,city,Hoogstraten,51.440363500000004,4.7586089000000005
69,963871526545186817,2795904181,2a8a74486cd0d519,2018-02-14 20:24:14+00:00,nl,No source,No mention,everyone,False,2,0,0,0,"Ik voel mij buitengesloten door mijn twee zussen die beide boekhouder zijn en uren kunnen spreken over boekhouden.. 

Ik word alsmaar tevreden over mijn keuze om totaal een andere richting op te gaan met mijn studies.",Belgique,city,Anvers,51.2605565,4.35819025
76,960966508896833537,3381762623,2a8a74486cd0d519,2018-02-06 20:00:44+00:00,nl,No source,DeWaaslandwolf,everyone,False,1,0,0,1,@DeWaaslandwolf Niet tevreden geld terug!,Belgique,city,Anvers,51.2605565,4.35819025
79,960193093613039617,2426920121,1a02773a6eda2ab1,2018-02-04 16:47:27+00:00,nl,No source,No mention,everyone,False,3,1,0,0,We willen geen land dat slechts met stukjes veiliger is. We willen een echt veilig land. Maar Francken saboteert dat met zijn stukjesbeleid. Hij is tevreden met een stukje veiligheid. Wij niet. Veiligheid is een en ondeelbaar. Het is veilig of het is niet veilig. Weg met stukjes! https://t.co/yBjWqFX6o7,Belgique,city,Oud-Turnhout,51.3199483,5.00983695
80,960056119006769152,558746829,d4981b9e9f0695b5,2018-02-04 07:43:10+00:00,nl,No source,No mention,everyone,False,8,2,0,0,"MKB ondernemer ben jij op zoek naar:

✔een beter Business Resultaat

✔meer efficiëntie

✔meer tevreden klanten

✔gelukkiger medewerkers

✔meer zekerheden

✔manieren om minder alles alleen te doen

 ✔meer vrije tijd ?

Bel nu ✔06-13141719",Belgique,city,Hoogstraten,51.440363500000004,4.7586089000000005
91,978973902872465408,895256488389873665,2a8a74486cd0d519,2018-03-28 12:35:41+00:00,nl,No source,No mention,everyone,False,25,2,0,11,"deze dag begonnen met een fijne looptraining, niet te ver. het is tenslotte mijn verjaardag. heb op Hoka One One schoenen gelopen. eerst voelden ze wat raar aan mijn voeten, maar ben er erg tevreden over. fijne dag verder!! https://t.co/ujhFMoCAeC",Belgique,city,Anvers,51.2605565,4.35819025
93,978945193813606401,1682730086,b74eed26736eb241,2018-03-28 10:41:36+00:00,nl,No source,FranckenTheo,everyone,False,0,1,2,0,@FranckenTheo Samenvatting: Symbolische verklaring om de achterban tevreden te houden. Veel meer is er niet nodig om populairste politicus te blijven. Titel mag ook wat meer moslimgerelateerd zijn aangezien het daarvoor bedoeld is ;).,Belgique,city,Putte,51.05168095,4.62647215
102,977269548939399169,61791663,1939d8ab48f69913,2018-03-23 19:43:11+00:00,nl,No source,"cedriclingier,FVercruysse,BZAntwerpen",everyone,False,2,0,0,1,@cedriclingier @FVercruysse @LPAntwerpen @BZAntwerpen Absoluut en vanuit de leiding ook zeer tevreden met hoe de samenwerking tussen onze diensten zich op het terrein uit! Een voorbeeld van hoe het moet.,Belgique,city,Ranst,51.19236835,4.5868689499999995
103,977166634195570688,328451673,34f9397d973f372a,2018-03-23 12:54:15+00:00,nl,No source,No mention,everyone,False,3,0,0,0,Tevreden klant van 6 units tribune@home.....bedankt Immo bouwen @ Immo Bouwen https://t.co/lceF6YLITg,Belgique,city,Herenthout,51.1381535,4.7611193
116,975777797556883457,295629090,cbccad0db97a1fff,2018-03-19 16:55:30+00:00,nl,No source,GingerAlePlus,everyone,False,0,0,0,0,"@gingeraleplus @GeertruiRaport Ik ben ook tevreden van mijn dyson, zou hem niet meer willen missen!",Belgique,city,Kapellen,51.328623750000006,4.45498255
117,975695299309113345,2799615411,cc3625d1c7796fb0,2018-03-19 11:27:41+00:00,nl,No source,prov_antwerpen,everyone,False,9,4,0,0,Gemeente #Schoten bij de 5 meest tevreden gemeenten in @prov_antwerpen 👍 https://t.co/YW1BKGcHse https://t.co/EvymRX9Acq,Belgique,city,Schoten,51.2700051,4.5041295
119,975333640518488064,305464345,93cf055ffd38eca2,2018-03-18 11:30:35+00:00,nl,No source,"De7deDag,PatrickDewael,openvld,ServaisV,cdenv",everyone,False,0,0,0,1,@De7deDag @PatrickDewael @openvld @ServaisV @cdenv De Boeddhistische Unie België vraagt al jaren om erkenning en ergo financiering. Maar omdat wij door de aard van onze levensfilosofie weinig deining maken zijn we er verder tevreden mee dat religie volledig in de privé sfeer blijft. Waar en voor wie trekt wie de lijn? #laicisme,Belgique,city,Heist-op-den-Berg,51.06307435,4.73861265
122,974656233012645889,394657529,2a8a74486cd0d519,2018-03-16 14:38:48+00:00,nl,No source,"Groen_Gent,filipwatteeuw",everyone,False,19,1,0,1,"Betere luchtkwaliteit, meer fietsers, minder auto’s en meerderheid Gentenaars tevreden. Proficiat @Groen_Gent, @filipwatteeuw en het hele team daar. Maximum respect. En wat Gent kan, moeten we nog beter kunnen in Antwerpen. #hetkananders https://t.co/LNtv4UFJ08",Belgique,city,Anvers,51.2605565,4.35819025
127,974329389193277441,173655158,2a8a74486cd0d519,2018-03-15 17:00:03+00:00,nl,No source,No mention,everyone,False,0,1,0,0,Van een tevreden gevoel komt luiheid en de gedachte dat het wel zo goed is,Belgique,city,Anvers,51.2605565,4.35819025
137,971268231536218113,80662758,1e35b5b987da70cf,2018-03-07 06:16:06+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Nu nog wa warm water en ben tevreden 🚿

#arbeidsvreugde 😇 (@ Arlanxeo Belgium in Zwijndrecht, Antwerpen) https://t.co/iVxIqmJ8BD",Belgique,city,Zwijndrecht,51.223332049999996,4.3237290999999995
142,970361565902905344,139546447,2a8a74486cd0d519,2018-03-04 18:13:20+00:00,nl,No source,No mention,everyone,False,1,1,0,0,"Ik zeg u eerlijk niet ter promo maar mijn insta story gaat u een gelukkiger persoon maken, try it &amp; let me know! Niet tevreden = Geld terug! https://t.co/gP96AaDtWj",Belgique,city,Anvers,51.2605565,4.35819025
143,969939808922595328,2394221167,2a8a74486cd0d519,2018-03-03 14:17:25+00:00,nl,No source,"WeymiensN,fonskedespons,jbaert",everyone,False,0,0,0,0,"@WeymiensN @fonskedespons @jbaert De wereld is rond en hij draait verder, als links tevreden is kunnen ze nog altijd een ticketje kopen bij Musk!",Belgique,city,Anvers,51.2605565,4.35819025
149,990510747095588864,140153262,2a8a74486cd0d519,2018-04-29 08:38:59+00:00,nl,No source,luckywhey,everyone,False,1,0,0,0,"@luckywhey Bah ja, snel tevreden hé.",Belgique,city,Anvers,51.2605565,4.35819025
155,989205713560965120,140153262,2a8a74486cd0d519,2018-04-25 18:13:15+00:00,nl,No source,tvanknopers,everyone,False,0,0,0,1,@tvanknopers Ik denk dat er weinigen tevreden zijn met de huidige gang van zaken.,Belgique,city,Anvers,51.2605565,4.35819025
157,988854019773919233,60590536,6d6198a460e4073a,2018-04-24 18:55:44+00:00,nl,No source,hanna_nys,everyone,False,0,0,0,0,@hanna_nys Wij waren erg tevreden van https://t.co/KiB3jdkLbK  (Heist-op-den-Berg is nog net Antwerpen ;)),Belgique,city,Malines,51.0348807,4.45953225
160,988151007623467008,140153262,2a8a74486cd0d519,2018-04-22 20:22:13+00:00,nl,No source,"RedFlamingo9,ChrisLanzberg",everyone,False,1,0,0,0,"@RedFlamingo9 @ChrisLanzberg Daarom was het verrassend.  En, tevreden van je tornooi Steven?",Belgique,city,Anvers,51.2605565,4.35819025
161,987349597000519680,380473546,2a8a74486cd0d519,2018-04-20 15:17:42+00:00,nl,No source,No mention,everyone,False,2,2,0,0,Iemand al ervaring met een keuken van Ixina? Goede kwaliteit? Tevreden van? #dtv,Belgique,city,Anvers,51.2605565,4.35819025
167,986509820126691328,2799615411,cc3625d1c7796fb0,2018-04-18 07:40:44+00:00,nl,No source,destandaard,everyone,False,4,2,0,0,"Aan de toog van Den Trol weten ze het al langer: de Schotenaren zijn erg tevreden over hun gemeente 👍👍👍

Wat maakt leven hier zo aangenaam en wat kan nog beter? Lees het volledig gemeenteprofiel op https://t.co/IXWZ3h4Krs. 

@destandaard #Schoten #tevredenheid https://t.co/9RKlpw9fhQ",Belgique,city,Schoten,51.2700051,4.5041295
173,985594909804687360,1191174848,2a8a74486cd0d519,2018-04-15 19:05:12+00:00,nl,No source,destandaard,everyone,False,12,3,0,0,"‘81% van de Antwerpenaars is tevreden met de culturele voorzieningen’: sterk resultaat in @destandaard #Content 👍
Laten we op hetzelfde elan verder gaan en werken aan meer activiteiten voor jongeren 👧🏻ouderen 👵in de stad: #ambitievoorA #dewegvooruit https://t.co/9o15bzavSD",Belgique,city,Anvers,51.2605565,4.35819025
175,985472405488459776,2376973987,03c6dc32cfade603,2018-04-15 10:58:25+00:00,nl,No source,arboretumkalmt,everyone,False,6,1,0,0,"Tevreden standhouders - goeie verkoop, erg druk on de plantenparking #weekvandeprovinciedomeinen @arboretumkalmt https://t.co/ESGBXaqNye",Belgique,city,Kalmthout,51.4031672,4.45964525
178,985130137279660033,975885356,cbccad0db97a1fff,2018-04-14 12:18:22+00:00,nl,No source,PhRoose,everyone,False,2,0,0,0,@PhRoose Ik zou zonder wijn beslist 110 worden. Maar ik ben ook tevreden met 20 jaartjes minder en elke dag een glas wijn of een pint!! 😈 😈,Belgique,city,Kapellen,51.328623750000006,4.45498255
183,984442114556690437,818287686,0a25d830ec1e8339,2018-04-12 14:44:24+00:00,nl,No source,No mention,everyone,False,1,1,0,3,Ook de provinciale deputatie weigert de vergunning voor verkaveling in Den Aard. Open vld volgt verder op. #tevreden #schilde,Belgique,city,Schilde,51.257782250000005,4.58132635
184,984111008355700738,44314977,2a8a74486cd0d519,2018-04-11 16:48:42+00:00,nl,No source,ChristlVdP,everyone,False,0,0,0,1,"@ChristlVdP @NsuStevens U verwisselt patronaat en kapitaal. Maar, bon.

Ik blijf er bij, werkgevers die hun personeel niet tevreden houden, eindigen zonder personeel. Dat is net de kracht van de vrije markt. Ik zie daarin geen enkele fundamentele wijziging t.o.v. 1989.",Belgique,city,Anvers,51.2605565,4.35819025
188,983259763634040833,618158126,0a25d830ec1e8339,2018-04-09 08:26:10+00:00,nl,No source,volkskrant,everyone,False,0,0,0,0,Wat er mis is met klantrecensies over Bijenkorf-verkopers https://t.co/eYWBrC8SVN via @volkskrant. Slap artikel geschreven door iemand die niet weet hoe de wereld in elkaar zit. 1) ben een uiterst tevreden klant 2) super service ook via internet 3) Bijenkorf in Canadese handen.,Belgique,city,Schilde,51.257782250000005,4.58132635
189,980922498341593088,497361279,ccb4c89bf2d30a00,2018-04-02 21:38:42+00:00,nl,No source,No mention,everyone,False,2,0,0,0,Tevreden met mijn 1ste wedstrijd #speerwerpen met 21.04m op #AAScriterium #AVKA #Aartselaar https://t.co/hcPzBWU9fd,Belgique,city,Stabroek,51.326901199999995,4.37154785
190,980790694494330880,394657529,2a8a74486cd0d519,2018-04-02 12:54:58+00:00,nl,No source,yorickdupon,everyone,False,0,0,0,1,"@yorickdupon Contigo, best tevreden van.",Belgique,city,Anvers,51.2605565,4.35819025
193,1001920783906758658,2409307549,d68d5648abfc3294,2018-05-30 20:18:24+00:00,nl,No source,"2Plot,luckywhey,CharlesMichel",everyone,False,3,0,0,0,"@2Plot @luckywhey @CharlesMichel Ja, dat is toch niet meer dan normaal...voor België! Het zijn geen criminelen, dus hebben ze geen rechten en moeten tevreden zijn met wat ze krijgen. Zij hebben nog geluk dat ze niet in de gevangenis zitten...'t Is hier toch de wereld op zijn kop, of niet soms!?",Belgique,city,Willebroek,51.0505103,4.37433635
206,997507406383992833,18044205,2a8a74486cd0d519,2018-05-18 16:01:13+00:00,nl,No source,"PavlovBranding,christiangybels",everyone,False,3,1,0,1,"Wat een waanzinnige week weeral. Deadlines, workshops, logo designs, afgewerkte strategieën en tevreden klanten die bijbestellen bij @PavlovBranding. En dan moet de vrijgezellen van @christiangybels nog plaatsvinden morgen!",Belgique,city,Anvers,51.2605565,4.35819025
207,997172343838568452,3123366100,8a365853e0cda9b4,2018-05-17 17:49:47+00:00,nl,No source,"axeldelvoie,debackerphil",everyone,False,0,0,0,1,@axeldelvoie @debackerphil Er zullen mensen zijn die per maand tevreden zijn met 280€ bijverdienen.  Denk je nu echt dat dat voor alle 30.000 geldt.  Ik heb 10 jaar lang een goed draaiende Brasserie omzeggens gerund als chef.  Ik weet waarover ik spreek.  geloof me ;-),Belgique,city,Aartselaar,51.13038055,4.381335549999999
223,993365167391084544,259831830,2a8a74486cd0d519,2018-05-07 05:41:26+00:00,nl,No source,EveraertsFarah,everyone,False,0,0,0,0,@EveraertsFarah @litmanya Ik laat ze doen bij Pakizebeauty op insta. €45 voor een nieuwe set en €25 om ze te laten bijwerken. Ik ben super tevreden!!! Ze heeft een kapsalon in Deurne xx,Belgique,city,Anvers,51.2605565,4.35819025
226,993144476716724225,1668460478,2a8a74486cd0d519,2018-05-06 15:04:29+00:00,nl,No source,de_NVA,everyone,False,3,0,0,0,Zeer tevreden over eerste deelname aan stadcongres. Nog maar 1 jaar lid en toch overtuigd van intenties @de_NVA. Enige rechtse stem zonder... verkleuring/bijklank. https://t.co/wzIVnOdb4g,Belgique,city,Anvers,51.2605565,4.35819025
232,1012589206953177088,866157062,6d6198a460e4073a,2018-06-29 06:50:54+00:00,nl,No source,"CharlesMichel,de_NVA",everyone,False,3,0,0,1,"EUCO top Brussel - Gelukkig is onze #Macron boy @CharlesMichel tevreden ... En @de_NVA vraagt u zich af? Ik ook, maar meer dan wat omfloerste uitlatingen zoals “er zitten goeie dingen in het akkoord” verwacht ik er ook niet van. Ze kunnen er eigenlijk ook niets aan doen.",Belgique,city,Malines,51.0348807,4.45953225
